54;50-54;50-59;40-59;*
29;25-29;20-29;20-39;*
45;45-49;40-49;40-59;*
3;0-4;0-9;0-19;*
9;5-9;0-9;0-19;*
23;20-24;20-29;20-39;*
28;25-29;20-29;20-39;*
1;0-4;0-9;0-19;*
39;35-39;30-39;20-39;*
75;75-79;70-79;60-79;*
7;5-9;0-9;0-19;*
11;10-14;10-19;0-19;*
90;90-94;90-99;80-99;*
35;35-39;30-39;20-39;*
31;30-34;30-39;20-39;*
68;65-69;60-69;60-79;*
33;30-34;30-39;20-39;*
8;5-9;0-9;0-19;*
32;30-34;30-39;20-39;*
12;10-14;10-19;0-19;*
38;35-39;30-39;20-39;*
18;15-19;10-19;0-19;*
24;20-24;20-29;20-39;*
50;50-54;50-59;40-59;*
26;25-29;20-29;20-39;*
6;5-9;0-9;0-19;*
13;10-14;10-19;0-19;*
15;15-19;10-19;0-19;*
20;20-24;20-29;20-39;*
48;45-49;40-49;40-59;*
30;30-34;30-39;20-39;*
74;70-74;70-79;60-79;*
2;0-4;0-9;0-19;*
53;50-54;50-59;40-59;*
14;10-14;10-19;0-19;*
71;70-74;70-79;60-79;*
27;25-29;20-29;20-39;*
92;90-94;90-99;80-99;*
67;65-69;60-69;60-79;*
41;40-44;40-49;40-59;*
36;35-39;30-39;20-39;*
21;20-24;20-29;20-39;*
43;40-44;40-49;40-59;*
82;80-84;80-89;80-99;*
42;40-44;40-49;40-59;*
17;15-19;10-19;0-19;*
19;15-19;10-19;0-19;*
10;10-14;10-19;0-19;*
66;65-69;60-69;60-79;*
22;20-24;20-29;20-39;*
16;15-19;10-19;0-19;*
44;40-44;40-49;40-59;*
57;55-59;50-59;40-59;*
86;85-89;80-89;80-99;*
64;60-64;60-69;60-79;*
52;50-54;50-59;40-59;*
56;55-59;50-59;40-59;*
69;65-69;60-69;60-79;*
25;25-29;20-29;20-39;*
5;5-9;0-9;0-19;*
4;0-4;0-9;0-19;*
100;95-99;90-99;80-99;*
98;95-99;90-99;80-99;*
88;85-89;80-89;80-99;*
46;45-49;40-49;40-59;*
49;45-49;40-49;40-59;*
61;60-64;60-69;60-79;*
34;30-34;30-39;20-39;*
76;75-79;70-79;60-79;*
89;85-89;80-89;80-99;*
40;40-44;40-49;40-59;*
79;75-79;70-79;60-79;*
47;45-49;40-49;40-59;*
58;55-59;50-59;40-59;*
60;60-64;60-69;60-79;*
62;60-64;60-69;60-79;*
51;50-54;50-59;40-59;*
91;90-94;90-99;80-99;*
37;35-39;30-39;20-39;*
84;80-84;80-89;80-99;*
80;80-84;80-89;80-99;*
83;80-84;80-89;80-99;*
72;70-74;70-79;60-79;*
55;55-59;50-59;40-59;*
65;65-69;60-69;60-79;*
78;75-79;70-79;60-79;*
