57;55-59;50-59;40-59;*
31;30-34;30-39;20-39;*
35;35-39;30-39;20-39;*
1;0-4;0-9;0-19;*
21;20-24;20-29;20-39;*
14;10-14;10-19;0-19;*
47;45-49;40-49;40-59;*
62;60-64;60-69;60-79;*
51;50-54;50-59;40-59;*
45;45-49;40-49;40-59;*
41;40-44;40-49;40-59;*
55;55-59;50-59;40-59;*
36;35-39;30-39;20-39;*
23;20-24;20-29;20-39;*
18;15-19;10-19;0-19;*
26;25-29;20-29;20-39;*
53;50-54;50-59;40-59;*
39;35-39;30-39;20-39;*
12;10-14;10-19;0-19;*
56;55-59;50-59;40-59;*
72;70-74;70-79;60-79;*
58;55-59;50-59;40-59;*
46;45-49;40-49;40-59;*
59;55-59;50-59;40-59;*
38;35-39;30-39;20-39;*
27;25-29;20-29;20-39;*
88;85-89;80-89;80-99;*
48;45-49;40-49;40-59;*
10;10-14;10-19;0-19;*
34;30-34;30-39;20-39;*
25;25-29;20-29;20-39;*
52;50-54;50-59;40-59;*
29;25-29;20-29;20-39;*
82;80-84;80-89;80-99;*
22;20-24;20-29;20-39;*
5;5-9;0-9;0-19;*
67;65-69;60-69;60-79;*
15;15-19;10-19;0-19;*
68;65-69;60-69;60-79;*
33;30-34;30-39;20-39;*
32;30-34;30-39;20-39;*
24;20-24;20-29;20-39;*
69;65-69;60-69;60-79;*
7;5-9;0-9;0-19;*
30;30-34;30-39;20-39;*
6;5-9;0-9;0-19;*
43;40-44;40-49;40-59;*
37;35-39;30-39;20-39;*
9;5-9;0-9;0-19;*
71;70-74;70-79;60-79;*
63;60-64;60-69;60-79;*
49;45-49;40-49;40-59;*
44;40-44;40-49;40-59;*
64;60-64;60-69;60-79;*
13;10-14;10-19;0-19;*
11;10-14;10-19;0-19;*
65;65-69;60-69;60-79;*
100;95-99;90-99;80-99;*
54;50-54;50-59;40-59;*
75;75-79;70-79;60-79;*
16;15-19;10-19;0-19;*
40;40-44;40-49;40-59;*
19;15-19;10-19;0-19;*
50;50-54;50-59;40-59;*
61;60-64;60-69;60-79;*
70;70-74;70-79;60-79;*
73;70-74;70-79;60-79;*
78;75-79;70-79;60-79;*
42;40-44;40-49;40-59;*
60;60-64;60-69;60-79;*
66;65-69;60-69;60-79;*
80;80-84;80-89;80-99;*
17;15-19;10-19;0-19;*
20;20-24;20-29;20-39;*
8;5-9;0-9;0-19;*
81;80-84;80-89;80-99;*
28;25-29;20-29;20-39;*
98;95-99;90-99;80-99;*
86;85-89;80-89;80-99;*
83;80-84;80-89;80-99;*
76;75-79;70-79;60-79;*
96;95-99;90-99;80-99;*
79;75-79;70-79;60-79;*
77;75-79;70-79;60-79;*
74;70-74;70-79;60-79;*
84;80-84;80-89;80-99;*
87;85-89;80-89;80-99;*
91;90-94;90-99;80-99;*
89;85-89;80-89;80-99;*
85;85-89;80-89;80-99;*
92;90-94;90-99;80-99;*
